transaction_id,tag_id
98fd95bf-cd60-592a-a448-a3bdb7a4ae71,0fcf7524-0e83-5e23-9d38-1fd0966978ef
fcd00641-b247-5ed2-baf0-975256569743,0fcf7524-0e83-5e23-9d38-1fd0966978ef
de7d96d3-164c-5b09-a4c0-b27ba013c695,0fcf7524-0e83-5e23-9d38-1fd0966978ef
67355b38-141e-5183-96f0-b03420e08648,fe741118-3353-505e-9498-a287072c470d
f1b74bfc-3661-50f4-b14e-9d862c9019e5,0fcf7524-0e83-5e23-9d38-1fd0966978ef
d946ac4d-788e-5da3-9f78-21d54570db53,fe741118-3353-505e-9498-a287072c470d
04e557fa-25c7-5d23-978b-f0ee1a5ff234,0fcf7524-0e83-5e23-9d38-1fd0966978ef
6708214b-f920-591d-8cdd-341e745967d5,0fcf7524-0e83-5e23-9d38-1fd0966978ef
5fb98fc3-adc3-54a9-9bf5-0d93057c3016,0fcf7524-0e83-5e23-9d38-1fd0966978ef
be3902d2-a3c7-5ee8-a466-9c770b5b354e,0fcf7524-0e83-5e23-9d38-1fd0966978ef
39a2c529-473a-5719-b787-ce1fa87410b0,0fcf7524-0e83-5e23-9d38-1fd0966978ef
afdb9668-6399-509c-ac59-c6710f06f534,fe741118-3353-505e-9498-a287072c470d
0126dfff-f3ec-552b-b521-353b0f488186,0fcf7524-0e83-5e23-9d38-1fd0966978ef
8e43e98c-e6eb-577c-90e9-7a4a9f97d748,0fcf7524-0e83-5e23-9d38-1fd0966978ef
66934fbc-a432-5635-92ee-a7cca51b5d64,fe741118-3353-505e-9498-a287072c470d
4a85318b-f796-5baf-8bc6-cc656165fdd1,0fcf7524-0e83-5e23-9d38-1fd0966978ef
7ba9ebec-62cf-5940-bb09-88fb62f3b360,fe741118-3353-505e-9498-a287072c470d
b97ffe90-2e78-577d-8c01-ca7ba1cae1a0,fe741118-3353-505e-9498-a287072c470d
68523943-859f-57ff-a961-8dcaee7916a9,0fcf7524-0e83-5e23-9d38-1fd0966978ef
ebab2288-149e-5906-bac4-962737d5b978,0fcf7524-0e83-5e23-9d38-1fd0966978ef
7ec23424-bd99-5a6a-87a1-d017799bb162,fe741118-3353-505e-9498-a287072c470d
cafd0b5a-e194-5b4f-9b8d-44764edbc9cd,0fcf7524-0e83-5e23-9d38-1fd0966978ef
2a5673f5-8d0e-5b01-87da-3bc21e42ac76,0fcf7524-0e83-5e23-9d38-1fd0966978ef
b93ca196-da9a-5209-93a2-9d2a2cf93a60,fe741118-3353-505e-9498-a287072c470d
b550a9ad-2467-556d-ba20-8c3c86d51b47,fe741118-3353-505e-9498-a287072c470d
907e78b5-f069-5482-ac97-777ba30fc0c7,0fcf7524-0e83-5e23-9d38-1fd0966978ef
aabdf20a-3c09-59eb-94c4-fa30b30f9ca6,fe741118-3353-505e-9498-a287072c470d
6beccf28-8525-5b20-9dad-489f88315448,fe741118-3353-505e-9498-a287072c470d
a9c6d253-b7c7-5bf8-a066-b80c4885f350,0fcf7524-0e83-5e23-9d38-1fd0966978ef
7891c317-19c0-519e-9d22-f3a19ecfe72c,fe741118-3353-505e-9498-a287072c470d
023ed0c5-3d25-50d1-a040-49c6b0775d6c,fe741118-3353-505e-9498-a287072c470d
9e1ad8b1-aba9-55d1-86cc-e89f8700c571,0fcf7524-0e83-5e23-9d38-1fd0966978ef
0f3e02e3-8aef-5e10-a6fe-c7ee8dba1cb6,fe741118-3353-505e-9498-a287072c470d
6d7c3c78-fcbd-55cc-aef5-90d202f4e690,0fcf7524-0e83-5e23-9d38-1fd0966978ef
688967dd-96f8-5a69-8fa6-10b0d0064f5d,fe741118-3353-505e-9498-a287072c470d
084b0704-52cb-5e9b-9a5e-282d431caf5a,fe741118-3353-505e-9498-a287072c470d
cb582bce-84c3-5d41-9128-fd93582bc680,0fcf7524-0e83-5e23-9d38-1fd0966978ef
c9f053cb-e947-5aae-b951-61febbac272c,0fcf7524-0e83-5e23-9d38-1fd0966978ef
f385cebf-91b2-5dd3-80fb-4fe7bd69005d,0fcf7524-0e83-5e23-9d38-1fd0966978ef
4368c93a-5c8a-59ba-8e22-9c57b2152e54,0fcf7524-0e83-5e23-9d38-1fd0966978ef
2133b74b-372b-5758-a661-e5ef6e2b9a81,0fcf7524-0e83-5e23-9d38-1fd0966978ef
90d09da7-2383-5b52-9036-59c43e4fc384,0fcf7524-0e83-5e23-9d38-1fd0966978ef
4e006caf-7b03-5f77-9042-5218d51d95cb,fe741118-3353-505e-9498-a287072c470d
dab83d30-6c84-5363-a87c-9bc9d0fc1625,0fcf7524-0e83-5e23-9d38-1fd0966978ef
82fc6551-a6bd-54a8-a02b-538a5b859904,0fcf7524-0e83-5e23-9d38-1fd0966978ef
8b35fb73-9c61-5e0c-bdad-0d46023214e9,fe741118-3353-505e-9498-a287072c470d
d14fd28c-9826-56a8-924f-326be3174b73,0fcf7524-0e83-5e23-9d38-1fd0966978ef
defe8fff-7a4c-5e60-94f4-dbd9f297c26f,0fcf7524-0e83-5e23-9d38-1fd0966978ef
b7f1aa3a-3c84-537e-8273-7c1cc22c0ce9,0fcf7524-0e83-5e23-9d38-1fd0966978ef
c79f0f59-789c-5a5e-9b7c-6b7f5ba104f5,fe741118-3353-505e-9498-a287072c470d
c2b6964a-b0bc-5b90-bcac-223015f1b7c8,0fcf7524-0e83-5e23-9d38-1fd0966978ef
e9c059f4-c8c5-5651-a939-71d0271e6586,fe741118-3353-505e-9498-a287072c470d
