id,transaction_id,name,item_type_category_id,amount,quantity,confidence
b5c3f04d-418a-57f3-bd59-bd0d4a0ce0be,386d07de-ef1b-51a2-aeb6-abb465f1dcb5,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,52.15,2,0.83
0d5a3304-664b-56d4-badd-d726f7218212,386d07de-ef1b-51a2-aeb6-abb465f1dcb5,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,85.09,3,0.79
2508266d-454c-560e-ba64-2aa5da065ad1,7119781a-6bcc-5e9a-84c6-b0826912f1b3,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,7.78,1,0.93
2a128ea8-9041-58d7-ad9e-16959f091af9,7119781a-6bcc-5e9a-84c6-b0826912f1b3,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,6.21,1,0.87
32b36f4e-7e77-5f8e-84f4-8b8d3fcdfe70,7119781a-6bcc-5e9a-84c6-b0826912f1b3,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,14.18,2,0.74
58df5131-2dfb-5d53-8400-1d514e70fc3a,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,35.08,3,0.81
f028a88e-02e6-5998-999d-287177bf55c2,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,18.23,2,0.93
6ca775c2-573a-55df-880c-f70918a811c9,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,37.77,3,0.92
2922a0d5-fe2a-5486-b3ad-f93a6b9ab12f,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,32.28,2,0.77
8f9374de-f383-52f7-bc05-1c6d3f22cf11,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,33.37,2,0.8
f9dc88fc-18f1-5ab0-9f3b-4b8cfc737c5f,56da7e48-f079-59e3-9d73-e1826c4cad3b,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,59.60,3,0.75
db4db399-92e0-50da-8a92-c70ef7e5a05a,0d1dbc9a-f66f-537b-8d2a-788a6a6167cb,Chicken burrito bowl with guacamole,9f0065b4-325d-5ecd-9328-d24b02759cfc,2.20,2,0.76
8883fcb9-6fe7-5ef0-be79-93009af14447,0d1dbc9a-f66f-537b-8d2a-788a6a6167cb,"Steak tacos, three count",9f0065b4-325d-5ecd-9328-d24b02759cfc,2.18,2,0.96
112829c8-c90e-5265-9313-3db5f0bbfa9d,0d1dbc9a-f66f-537b-8d2a-788a6a6167cb,"Steak tacos, three count",9f0065b4-325d-5ecd-9328-d24b02759cfc,2.13,3,0.7
c98efbb3-3424-594d-809f-4749d07b24a9,0d1dbc9a-f66f-537b-8d2a-788a6a6167cb,Chicken burrito bowl with guacamole,9f0065b4-325d-5ecd-9328-d24b02759cfc,2.63,1,0.92
5956c6b7-d2f0-55d8-a002-e61f42acc2b7,0d1dbc9a-f66f-537b-8d2a-788a6a6167cb,"Steak tacos, three count",9f0065b4-325d-5ecd-9328-d24b02759cfc,2.76,3,0.93
d87a9b7f-faf5-5c88-89f1-6180929c321c,86392973-c729-58f3-afe2-ee87b8e5908c,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,38.15,2,0.74
8081c240-3ab3-5f40-af3d-fa7e5303db97,86392973-c729-58f3-afe2-ee87b8e5908c,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,63.77,1,0.76
84f7f2af-fc83-5601-8e86-676b1fc8d945,86392973-c729-58f3-afe2-ee87b8e5908c,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,102.31,2,0.92
265288fb-dab7-5a57-a6dd-c75cc89f973f,01043f32-3197-5b29-bf36-93b369be1198,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,39.80,2,0.83
f319b016-20ad-5a79-bc5e-447016a83b79,01043f32-3197-5b29-bf36-93b369be1198,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,61.35,1,0.78
3559bc43-1a96-5c1f-8173-f7d1dfd525fd,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,6.70,2,0.96
3d84566a-b979-5f1c-bd1b-98deb5d3afef,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,10.26,3,0.89
8a83f1d6-0e34-5095-a132-12b123ff297c,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,8.31,1,0.89
1e698de5-9d11-5632-9cc9-fe1f324708a1,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,6.95,1,0.77
afb65db1-89d2-581d-b747-8d5283675a88,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,10.10,1,0.82
7f07434d-01cc-5d0b-b877-11416a13730d,9d9284d4-a643-56c8-b33e-7e56bfcc5f90,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,15.92,2,0.71
3cdfc047-e5c3-5aec-bf54-8b18ae6b4f1b,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,28.97,2,0.87
ae431468-e6ee-5670-b2c4-fbaaeb47bcbb,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,25.50,1,1.0
27f71c5b-f67b-515b-8dd0-4b061747ce79,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,33.18,1,0.89
577ec2e6-8fb2-543a-b89f-19bf646a6f82,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,20.31,3,0.91
7fedaf9f-b211-5f8b-a076-79421e80a0ad,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,30.18,2,0.77
16a1213b-4b23-568f-8b7f-17e8393bba6b,bf335c34-0043-5a9f-8f9f-0ef65018d720,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,55.10,2,0.76
84c68fbc-f674-5214-9127-82e289a0c80c,94aaa60a-f767-58c8-8759-ee611867a29e,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,68.53,2,0.71
f64805e5-8440-5f7a-847e-1ed86c212e31,94aaa60a-f767-58c8-8759-ee611867a29e,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,84.21,2,1.0
a388e8e5-ddd0-53db-994a-c4d70f2385f7,94aaa60a-f767-58c8-8759-ee611867a29e,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,108.86,2,0.99
e0826927-5727-5b75-9620-66c6566742db,51abbafb-88dc-525a-8a1c-a2411138c193,"Fresh bananas, per lb",968cb096-c18d-575b-81f5-6d06a9ee3a17,23.59,2,0.89
5293f1be-683b-583e-8ccb-4a101e53b5e8,51abbafb-88dc-525a-8a1c-a2411138c193,"Great Value cage-free large eggs, 18 count",968cb096-c18d-575b-81f5-6d06a9ee3a17,19.01,2,0.96
f060c768-cb7b-5481-a8e8-305a10b0d081,51abbafb-88dc-525a-8a1c-a2411138c193,"Tide hygienic clean detergent, 92 fl oz",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,27.83,2,0.89
b7fcd53a-90f9-55e9-ba1a-7cb5e05c4247,51abbafb-88dc-525a-8a1c-a2411138c193,"Tide hygienic clean detergent, 92 fl oz",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,29.24,3,0.71
e382d3cd-42b8-5b46-936f-dc59a9cb2fe2,51abbafb-88dc-525a-8a1c-a2411138c193,"Great Value cage-free large eggs, 18 count",968cb096-c18d-575b-81f5-6d06a9ee3a17,32.72,1,0.89
c6685527-ca98-5727-91b6-0117f2db5b5e,6877035f-b485-5e65-8e72-f5e1ef3c1a4a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.15,1,0.75
ac98c6d7-f646-55c1-aeea-ce6cce8b4a13,6877035f-b485-5e65-8e72-f5e1ef3c1a4a,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,24.00,3,0.9
3a2d234b-dfad-5999-a180-dd6507dc155e,6877035f-b485-5e65-8e72-f5e1ef3c1a4a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,23.79,1,0.84
e2f3f2ce-dabd-5d54-a530-1c1c3d16e5d5,6877035f-b485-5e65-8e72-f5e1ef3c1a4a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.42,3,0.7
05d40f55-bb88-522b-88c1-24452e015f5f,6877035f-b485-5e65-8e72-f5e1ef3c1a4a,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,49.09,2,0.9
6751da9a-a80d-54fe-9334-21782ebd0912,36fbec1d-e103-5c1f-b259-67e573d0e13e,Logitech MX Master 3S wireless mouse,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,77.43,2,1.0
d302e5a5-758b-53b0-b9f4-3a026079f9c2,36fbec1d-e103-5c1f-b259-67e573d0e13e,"SanDisk Extreme portable SSD, 1TB",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,102.40,3,0.74
d7e2f153-e22a-5694-8d81-4112ad11126d,36fbec1d-e103-5c1f-b259-67e573d0e13e,"Apple AirTag, single pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,264.60,2,0.9
3337b68e-83bd-5c05-9499-c6323a32c4d1,31f61884-ebb8-54ad-b56b-85e176e2a6d6,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,48.77,1,0.82
d342a16f-4d9a-579c-9915-a6a6b1c5b0ca,31f61884-ebb8-54ad-b56b-85e176e2a6d6,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,40.42,2,0.73
cb997e67-72be-571d-b5fc-1fa1f31ab46d,31f61884-ebb8-54ad-b56b-85e176e2a6d6,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,49.52,1,0.94
88f32859-7e34-5b8b-93c8-550028b0bb72,31f61884-ebb8-54ad-b56b-85e176e2a6d6,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,113.89,1,0.94
5b594147-0a0c-58e0-8df0-c502935dbaf2,22917761-728f-5d3e-b8f5-32479eeb4dc4,"Mandarin orange chicken, frozen",9f0065b4-325d-5ecd-9328-d24b02759cfc,18.74,2,0.73
0618a2b9-9046-55e7-8dbd-86421916614d,22917761-728f-5d3e-b8f5-32479eeb4dc4,"Unexpected cheddar cheese, 7 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,22.18,1,0.87
16c6587b-7149-5095-b6f0-d6d2840cf223,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,12.99,3,0.87
34bec452-57e3-5951-9d39-a05ba0be150d,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,16.21,2,0.97
f39ae4a2-ea27-5377-9726-90a5c4bd3e8a,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,14.59,2,0.88
3916dc71-df6c-568f-b979-3866aad8524b,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,14.93,2,0.73
263fae39-0767-501d-9fce-e3592c8dbc54,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,21.25,3,0.73
63da47c0-95ce-5473-b359-5fe65cfcc06f,a2046da7-ff96-5c1b-8eb8-1a7fa466077a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,23.50,1,0.77
e22eb9d9-5563-5c3a-ab3c-1edd2bea05f8,7ec16ca1-5a34-55a5-9015-284cc66f06a3,Everything but the Bagel seasoning,968cb096-c18d-575b-81f5-6d06a9ee3a17,3.83,2,0.98
98269991-5b8b-5e48-ad28-9192f5a49f6c,7ec16ca1-5a34-55a5-9015-284cc66f06a3,Everything but the Bagel seasoning,968cb096-c18d-575b-81f5-6d06a9ee3a17,4.84,1,0.75
20562be8-dceb-52d4-b8ea-1dc78bb0ff79,7ec16ca1-5a34-55a5-9015-284cc66f06a3,"Mandarin orange chicken, frozen",9f0065b4-325d-5ecd-9328-d24b02759cfc,4.77,3,0.93
ae348f0d-3e06-50b0-bc7a-6f511e9fa422,7ec16ca1-5a34-55a5-9015-284cc66f06a3,"Organic jasmine rice, 3 lb",968cb096-c18d-575b-81f5-6d06a9ee3a17,9.94,1,0.9
342aaadf-6ca5-55ce-b265-376021ddaecd,743bc028-9a38-5a87-8014-917731ac9f33,"Command picture hanging strips, medium",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,56.24,3,0.84
06f57dfb-f98b-5a5a-831c-5bd9a3da7154,743bc028-9a38-5a87-8014-917731ac9f33,"Anker 20W USB-C fast charger, white",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,125.40,2,0.88
0923ce91-d321-5209-82a2-4850fb316ac3,5e000add-39f8-5669-813c-5a2397e0a00d,Calvin Klein slim-fit chinos,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,54.71,2,0.71
96a27a8a-957b-5d83-b239-8567e4d106c0,5e000add-39f8-5669-813c-5a2397e0a00d,Clinique moisture surge gel cream,875ccc19-66e7-5835-86a5-73be20384685,49.92,2,0.94
f840c694-5b35-5363-b9ec-cf7b3be07c88,5e000add-39f8-5669-813c-5a2397e0a00d,Calvin Klein slim-fit chinos,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,78.56,3,0.97
0f1db384-f25b-5433-bd74-f759119f3c40,7d943021-17b8-5eec-bec9-562bb7ce00ac,"Marketside rotisserie chicken, hot",9f0065b4-325d-5ecd-9328-d24b02759cfc,16.09,1,0.8
a8865094-5e67-53f2-8a75-76bd7eaab09f,7d943021-17b8-5eec-bec9-562bb7ce00ac,"Fresh bananas, per lb",968cb096-c18d-575b-81f5-6d06a9ee3a17,27.61,1,0.78
58c0c04f-b86c-5d2f-9dd7-9426e3e67b2f,7d943021-17b8-5eec-bec9-562bb7ce00ac,"Marketside rotisserie chicken, hot",9f0065b4-325d-5ecd-9328-d24b02759cfc,29.30,3,0.78
9eaae961-aa0c-5f21-854e-99c12dc657ba,369f7a78-3392-5e83-be33-84c01d36953e,"Unexpected cheddar cheese, 7 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,6.91,2,0.77
15523ebd-ab21-59bd-b0f2-c0cfd8a8ed73,369f7a78-3392-5e83-be33-84c01d36953e,"Unexpected cheddar cheese, 7 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,5.85,2,0.96
e22f2c3e-9372-5ce9-b61a-e57f0bac3bf5,369f7a78-3392-5e83-be33-84c01d36953e,Cold brew coffee concentrate,1f008adf-0619-503a-a18b-d7efc791afea,15.50,1,0.99
c2b387d8-7f46-5261-a912-99b5d17a8b9e,e92560ac-c2c0-5db4-b7d8-120ef550f81e,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,50.34,2,0.86
dc714ae6-c94d-56a3-b703-30ee9efd2b55,e92560ac-c2c0-5db4-b7d8-120ef550f81e,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,106.81,2,0.74
60780e6a-4a41-551f-8365-207ba55c9a7b,9960a230-62c4-5eec-ab94-db7748793cc5,McCafe medium latte,1f008adf-0619-503a-a18b-d7efc791afea,4.40,1,0.82
b267d3b2-698a-5133-8871-7a9cd1d8c305,9960a230-62c4-5eec-ab94-db7748793cc5,Quarter Pounder meal,9f0065b4-325d-5ecd-9328-d24b02759cfc,7.81,2,0.85
b7e60f41-dc2b-5237-aac4-f5880e0f6be5,1fbc9458-ab42-5df1-b7f6-73af6830ba22,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,42.69,2,0.71
a1e863e3-04db-5338-a560-68eb6368c2c3,1fbc9458-ab42-5df1-b7f6-73af6830ba22,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,46.95,2,0.98
1ad9604a-9789-5a95-a674-00dabe62c0af,1fbc9458-ab42-5df1-b7f6-73af6830ba22,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,40.06,1,0.76
4b4cfbae-b841-5528-bc39-ec61296139a9,1fbc9458-ab42-5df1-b7f6-73af6830ba22,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,40.42,1,0.73
6aca073d-4218-5391-8506-dca0c629a5d1,1fbc9458-ab42-5df1-b7f6-73af6830ba22,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,64.66,1,0.72
3936e2b4-709f-51bc-ba14-08d2537472ff,9f0d3ce9-adf3-5bcd-9407-ae1ec80bcac3,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,16.97,3,0.94
03d946da-1ff4-53a6-b06b-0da56d9ad767,9f0d3ce9-adf3-5bcd-9407-ae1ec80bcac3,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,19.72,2,0.94
876df82f-cc09-5c72-b71f-062c8cef3b7e,9f0d3ce9-adf3-5bcd-9407-ae1ec80bcac3,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,20.90,1,0.83
4ea07dba-1c0a-5ec1-bff7-2a58efdbeb58,9f0d3ce9-adf3-5bcd-9407-ae1ec80bcac3,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,21.65,1,1.0
46bc61cb-5663-590d-b9b2-e0626affc529,9f0d3ce9-adf3-5bcd-9407-ae1ec80bcac3,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,29.27,1,0.79
cfc2f1b0-d7f1-5f6a-abcd-7c8565468c80,cfc4f0c8-4ba2-5b68-bb83-055c688b7edd,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,21.94,3,0.88
5e4fa5d4-1957-528f-b21d-e42d66a32f40,cfc4f0c8-4ba2-5b68-bb83-055c688b7edd,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,33.53,1,0.79
6d7c5a77-cac5-5952-ab6b-2f085e0cbf64,cfc4f0c8-4ba2-5b68-bb83-055c688b7edd,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,24.80,2,0.79
4456a2de-a0c8-5eee-818a-696abdc9cbb2,cfc4f0c8-4ba2-5b68-bb83-055c688b7edd,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,61.97,3,0.98
f319e9fa-e9a3-5881-9ec3-f1a600f01670,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,11.10,1,0.85
1a7d06c6-5dc8-5395-9b94-b8a3f78f2e05,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,11.25,1,0.73
ebda9b1f-b798-5052-860f-689a68667b0c,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,7.54,1,0.76
8f4dab86-65cb-507c-ba11-4f717fe3fb2a,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,12.07,2,0.94
9b60276c-6c19-5f6a-9aaa-d04c0ce281da,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,9.54,2,0.87
5842333b-7c33-5716-8ab8-843d3867a02f,b0c8372e-87ea-5f1e-9f33-83bceb13263f,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,25.84,2,0.91
ee0fdf59-991e-5c00-b009-05e7b4690c52,0334397e-0d78-5c18-bc56-656a92724be2,"Simple Truth organic Greek yogurt, 32 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,8.87,1,0.97
8995617e-c67c-5860-87f0-fd362be51099,0334397e-0d78-5c18-bc56-656a92724be2,Home Chef ready-to-cook salmon meal,9f0065b4-325d-5ecd-9328-d24b02759cfc,7.88,2,0.78
657ed3d0-57a5-584d-ad23-c282d6bbd80e,0334397e-0d78-5c18-bc56-656a92724be2,"Kroger gala apples, 3 lb bag",968cb096-c18d-575b-81f5-6d06a9ee3a17,9.31,3,0.87
db33e168-d2ea-577b-979c-052b0d1e5558,0334397e-0d78-5c18-bc56-656a92724be2,"Kroger gala apples, 3 lb bag",968cb096-c18d-575b-81f5-6d06a9ee3a17,5.06,1,0.99
74469063-e0a4-5adc-8075-06cce46febd1,0334397e-0d78-5c18-bc56-656a92724be2,"Kroger purified water, 24 pack",1f008adf-0619-503a-a18b-d7efc791afea,9.66,1,0.79
01d53ba5-977a-58a8-8b7d-51967dd0206c,0334397e-0d78-5c18-bc56-656a92724be2,Home Chef ready-to-cook salmon meal,9f0065b4-325d-5ecd-9328-d24b02759cfc,14.68,1,0.87
0f70e7ac-d5d3-5ffe-8325-b128bd351475,91e36fee-e72f-5628-b62c-91e72215247f,Car wash express package,b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,21.30,2,0.93
7e25c165-cb5b-5485-98de-f481a25663a1,91e36fee-e72f-5628-b62c-91e72215247f,"Regular unleaded fuel, pump 4",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.56,1,0.73
32e67560-2915-5fec-bb8e-e21910dc4456,6ba122c0-e9ff-508e-ba35-4ec6b3b0a575,"Kirkland sparkling water variety pack, 35 ct",1f008adf-0619-503a-a18b-d7efc791afea,24.94,3,0.85
8deaf4d6-11c6-5e70-ac85-2f360bc718c6,6ba122c0-e9ff-508e-ba35-4ec6b3b0a575,"Duracell AA batteries, 40 pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,20.93,1,0.74
a5ebe14a-f247-5aa5-90aa-41f325d4c1c9,6ba122c0-e9ff-508e-ba35-4ec6b3b0a575,"Duracell AA batteries, 40 pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,14.28,2,0.95
ba29ac51-1158-5296-999d-a5ea19aa9698,6ba122c0-e9ff-508e-ba35-4ec6b3b0a575,"Duracell AA batteries, 40 pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,42.46,2,0.83
a9b2bc68-aa3e-5c96-b00e-9e39487dc957,7b92095c-75b9-5cdb-919e-149be84a25af,Neutrogena Ultra Sheer sunscreen SPF 55,875ccc19-66e7-5835-86a5-73be20384685,2.30,2,0.78
5487f399-0fef-55aa-9c62-fe1e44b09053,7b92095c-75b9-5cdb-919e-149be84a25af,Neutrogena Ultra Sheer sunscreen SPF 55,875ccc19-66e7-5835-86a5-73be20384685,2.36,1,0.98
