id,household_id,account_id,owner_user_id,merchant_id,amount,currency,base_amount,fx_rate,txn_date,category_id,status,source_document_id,source_channel,flags,notes,confidence,external_id,created_at
6fa664c3-df2e-5d9a-9310-d19b526eba8b,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,8b093965-626b-562e-ba34-3a2ae16c7328,-39.02,USD,-39.02,,2025-07-10,875ccc19-66e7-5835-86a5-73be20384685,confirmed,,plaid,{'recurring': True},PLANET FITNESS,0.75,,2025-07-10T00:00:00
bf335c34-0043-5a9f-8f9f-0ef65018d720,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,f2a9ca2a-37af-503e-8036-0623ac1a9dbc,-8.31,USD,-8.31,,2025-07-11,c163ef62-5201-5cb2-bf0d-781443a4e5aa,confirmed,,manual,{'recurring': True},APPLE.COM/BILL,0.8,,2025-07-11T00:00:00
fd64c8a6-21ed-5266-9791-4b58e27a0d97,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-77.96,USD,-77.96,,2025-07-11,2d123316-c022-5b31-8284-b23e61b8e6d0,confirmed,,manual,{},VERIZON WIRELESS 4908,0.77,,2025-07-11T00:00:00
5a6c5d9d-b662-5b6c-8c39-999c304fe83b,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-45.81,USD,-45.81,,2025-07-12,077786c2-88f8-517e-9a65-266b802523c4,confirmed,,plaid,{},HOME DEPOT #7149 ,0.91,,2025-07-12T00:00:00
3527201e-fb83-5e97-a43f-c90f1b8961d2,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,16a24acb-ea67-57eb-a942-246e8cd94297,-11.99,USD,-11.99,,2025-07-12,ea950238-0d12-58ed-8e20-085ecb1a6754,confirmed,,manual,{},GOOGLE *YOUTUBE PREMIUM,0.89,,2025-07-12T00:00:00
e9b49f06-91e0-57a0-a0ba-813c5be1eb94,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,41d50eda-694c-5967-8780-12cd00399dab,-7.95,USD,-7.95,,2025-07-12,fa112a1b-3269-5304-b7dc-1ef8de5dddc0,confirmed,,manual,{},DUNKIN',0.98,,2025-07-12T00:00:00
23f197c9-8121-50cb-b1c3-6d50f24e577e,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,c9ef2dab-c18a-5c65-bdc7-b6b34f18356e,-34.81,USD,-34.81,,2025-07-12,f4256214-1f20-597d-abac-553feefc5cd8,confirmed,,manual,{},CVS PHARMACY #8385,0.85,,2025-07-12T00:00:00
fbd6e300-fb7f-5303-afe3-48deeb2d1fd1,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,c905592e-a82b-5c8e-904a-d39c475430ef,-45.31,USD,-45.31,,2025-07-13,faa9d7bb-1220-5a93-8675-adf7fee33a10,confirmed,,plaid,{},SHELL OIL 8434 PAYMENT,0.76,,2025-07-13T00:00:00
bf559d1c-2904-5395-aadc-df245b102981,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-44.24,USD,-44.24,,2025-07-13,bdba84aa-8286-5caf-8252-985e2f2f3c1a,confirmed,,plaid,{'recurring': True},HOME DEPOT #8690 ,0.78,,2025-07-13T00:00:00
0e7f85fe-dfe2-562f-9a96-c5105f0c55d4,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,158297b6-5a99-547c-9a9d-4e9a859d9dab,-4.82,USD,-4.82,,2025-07-13,6beed52e-4ccd-593d-890d-ce94bd2b2745,confirmed,,manual,{},STARBUCKS 5066 DEBIT,0.94,,2025-07-13T00:00:00
5da20962-7d26-5745-a911-43f9ac7e261b,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-90.42,USD,-90.42,,2025-07-13,077786c2-88f8-517e-9a65-266b802523c4,confirmed,,plaid,{},HOME DEPOT #4929 PURCHASE,0.84,,2025-07-13T00:00:00
41898ba2-01f5-560d-8855-aaae26ac5906,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-35.29,USD,-35.29,,2025-07-13,077786c2-88f8-517e-9a65-266b802523c4,confirmed,,plaid,{},HOME DEPOT #4241 ,0.97,,2025-07-13T00:00:00
9d1ab85f-b920-5c69-9934-a8a10f004828,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-140.16,USD,-140.16,,2025-07-13,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #7594 PAYMENT,0.88,,2025-07-13T00:00:00
c985459e-fde2-5a65-9e61-85c704d10439,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,bbc36a1d-bf0a-5d6c-ae4f-ff309f63cf39,-476.38,USD,-476.38,,2025-07-14,12915486-2f7b-557e-9d40-6d2f4442ed6d,confirmed,,plaid,{},BEST BUY,0.9,,2025-07-14T00:00:00
136633a4-083f-5d16-a094-6ae30c7083bc,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,808b3755-614e-5b7e-ba90-ef88c5558ae5,-34.16,USD,-34.16,,2025-07-14,d765f3b4-e63d-5ea7-8e05-58458f986634,confirmed,,manual,{},LYFT,0.96,,2025-07-14T00:00:00
4e66c12a-9e60-5eb7-ac9a-bb6723cf4710,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,4070c9b0-7b80-5ca4-9dcd-613c6df99208,-128.44,USD,-128.44,,2025-07-14,7dc4d185-914f-5736-9f4d-8756e08d9766,confirmed,,manual,{'recurring': True},HILTON,0.82,,2025-07-14T00:00:00
342bbbd0-90ae-578f-86c5-ea9d56a2aa06,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-79.07,USD,-79.07,,2025-07-14,7c8fb462-7d13-54a2-8a1d-9974bce7d252,confirmed,,plaid,{'recurring': True},COMCAST 8242,0.83,,2025-07-14T00:00:00
804ccf1f-b3d9-5bdf-89d9-705dc9fc64fb,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-41.56,USD,-41.56,,2025-07-15,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #2924 PURCHASE,0.78,,2025-07-15T00:00:00
fc98c7ab-d643-528c-b99f-ce76851a653d,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-69.32,USD,-69.32,,2025-07-15,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{'recurring': True},HOME DEPOT #5526 ,0.78,,2025-07-15T00:00:00
bb9b8695-476a-5a9e-9b55-1bfedf340d05,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-73.21,USD,-73.21,,2025-07-15,0c9330d7-1154-5540-9033-ff3ccdfd842d,confirmed,,manual,{},VERIZON WIRELESS 8213,0.74,,2025-07-15T00:00:00
73023fef-d08a-5d5c-b876-0714ae9693b5,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-111.49,USD,-111.49,,2025-07-15,077786c2-88f8-517e-9a65-266b802523c4,draft,,manual,{'recurring': True},HOME DEPOT #6383 ,0.71,,2025-07-15T00:00:00
75d59f7b-2c54-592d-8887-6eef7611022c,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,68f0922a-39b9-507c-92a6-e2500de5f321,-75.90,USD,-75.90,,2025-07-15,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,plaid,{},COSTCO WHSE #4945,0.89,,2025-07-15T00:00:00
679a469e-3ecd-5416-9caf-53c3aa94eb03,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,808b3755-614e-5b7e-ba90-ef88c5558ae5,-26.64,USD,-26.64,,2025-07-15,d765f3b4-e63d-5ea7-8e05-58458f986634,confirmed,,manual,{'recurring': True},LYFT,0.73,,2025-07-15T00:00:00
388b62a7-a741-52fc-882e-601861e326d8,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,8b093965-626b-562e-ba34-3a2ae16c7328,-28.11,USD,-28.11,,2025-07-16,a519e456-2deb-59d8-a983-e0e4e0e88abb,confirmed,,manual,{},PLANET FITNESS,0.77,,2025-07-16T00:00:00
ae474415-9468-5581-b6ec-dd61cb187f50,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-194.05,USD,-194.05,,2025-07-16,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,plaid,{},HOME DEPOT #8222 DEBIT,0.79,,2025-07-16T00:00:00
455b4e39-05d5-5fd7-aa31-7219ad84391c,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,c905592e-a82b-5c8e-904a-d39c475430ef,-50.05,USD,-50.05,,2025-07-16,51fda6e9-fdf8-5107-ac9c-83867d45beb7,draft,,manual,{},SHELL OIL 5210 ,0.8,,2025-07-16T00:00:00
1619de90-ae21-52f4-ac57-f22fa4b509f2,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-120.05,USD,-120.05,,2025-07-16,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #7086 DEBIT,0.97,,2025-07-16T00:00:00
ae9b9cc7-3b3e-5122-a8c9-b8da5983df99,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-274.18,USD,-274.18,,2025-07-16,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #2911 PURCHASE,0.85,,2025-07-16T00:00:00
e04ef938-4424-56ee-96d8-3f25fa6d0141,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-41.13,USD,-41.13,,2025-07-17,bdba84aa-8286-5caf-8252-985e2f2f3c1a,confirmed,,plaid,{},HOME DEPOT #1828 PAYMENT,0.76,,2025-07-17T00:00:00
70a7dc79-5adc-5168-b51e-c08354451cac,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,234091f8-66bb-5bb3-84d3-5acfb26b89bb,-18.51,USD,-18.51,,2025-07-17,51fda6e9-fdf8-5107-ac9c-83867d45beb7,draft,,manual,{},UBER *TRIP 5542,0.73,,2025-07-17T00:00:00
ba315c36-6653-53e3-b69c-375b6a6b01f7,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,68f0922a-39b9-507c-92a6-e2500de5f321,-188.99,USD,-188.99,,2025-07-17,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,manual,{},COSTCO WHSE #5347,0.92,,2025-07-17T00:00:00
08c728f1-7d95-50e4-9e91-72494a0cf6f6,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,b7475634-9a3f-5b47-9978-5578a1ceb107,-159.91,USD,-159.91,,2025-07-18,aee92619-ae79-565c-a988-70e59f94bc78,confirmed,,manual,{},MACY'S,0.88,,2025-07-18T00:00:00
f4f499c9-44d2-5827-a909-b1d1fe2f3c67,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-173.57,USD,-173.57,,2025-07-18,077786c2-88f8-517e-9a65-266b802523c4,confirmed,,manual,{'recurring': True},HOME DEPOT #7730 PAYMENT,0.92,,2025-07-18T00:00:00
259b74f1-fe74-5b8e-bf1c-2201549e1782,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,c905592e-a82b-5c8e-904a-d39c475430ef,-49.47,USD,-49.47,,2025-07-18,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,plaid,{'recurring': True},SHELL OIL 7022 DEBIT,0.95,,2025-07-18T00:00:00
134138e7-acd1-5150-bb96-343c6b17d130,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-104.58,USD,-104.58,,2025-07-18,7c8fb462-7d13-54a2-8a1d-9974bce7d252,confirmed,,manual,{'recurring': True},VERIZON WIRELESS 3955,0.81,,2025-07-18T00:00:00
3af78d5d-5107-58b8-91d9-c912899cf77b,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,a00cde6f-8b9f-5006-9541-fdeeb8008d4f,-150.49,USD,-150.49,,2025-07-19,c163ef62-5201-5cb2-bf0d-781443a4e5aa,confirmed,,manual,{},Amazon.com 7878 ,0.8,,2025-07-19T00:00:00
